 ;ID de cuidad-1-1-1-0|Nombre de Cuidad-3-25-0-1|Edad-1-1-0-0|Departamentos de policia-1-1-0-0|Estado-3-1-0-0|;0;1; ;                                                                                                                                                                                                                                                                                                                                                                                              
7493;Nombre de Cuidad7493;22;3319;Estado7493;| | |                                                                                                                                                                                                             
7494;Nombre de Cuidad7494;22;4034;Estado7494;| | |                                                                                                                                                                                                             
7495;Nombre de Cuidad7495;61;8353;Estado7495;| | |                                                                                                                                                                                                             
7496;Nombre de Cuidad7496;60;6614;Estado7496;| | |                                                                                                                                                                                                             
7497;Nombre de Cuidad7497;33;8487;Estado7497;| | |                                                                                                                                                                                                             
7498;Nombre de Cuidad7498;60;1420;Estado7498;| | |                                                                                                                                                                                                             
7499;Nombre de Cuidad7499;70;9084;Estado7499;| | |                                                                                                                                                                                                             
7500;Nombre de Cuidad7500;28;5664;Estado7500;| | |                                                                                                                                                                                                             
7501;Nombre de Cuidad7501;80;5302;Estado7501;| | |                                                                                                                                                                                                             
7502;Nombre de Cuidad7502;86;5965;Estado7502;| | |                                                                                                                                                                                                             
7503;Nombre de Cuidad7503;54;5331;Estado7503;| | |                                                                                                                                                                                                             
7504;Nombre de Cuidad7504;89;1070;Estado7504;| | |                                                                                                                                                                                                             
7505;Nombre de Cuidad7505;69;6328;Estado7505;| | |                                                                                                                                                                                                             
7506;Nombre de Cuidad7506;40;5671;Estado7506;| | |                                                                                                                                                                                                             
7507;Nombre de Cuidad7507;59;2885;Estado7507;| | |                                                                                                                                                                                                             
7508;Nombre de Cuidad7508;96;7110;Estado7508;| | |                                                                                                                                                                                                             
7509;Nombre de Cuidad7509;27;1841;Estado7509;| | |                                                                                                                                                                                                             
7510;Nombre de Cuidad7510;80;7088;Estado7510;| | |                                                                                                                                                                                                             
7511;Nombre de Cuidad7511;72;4686;Estado7511;| | |                                                                                                                                                                                                             
7512;Nombre de Cuidad7512;76;3628;Estado7512;| | |                                                                                                                                                                                                             
7513;Nombre de Cuidad7513;56;9065;Estado7513;| | |                                                                                                                                                                                                             
7514;Nombre de Cuidad7514;46;2446;Estado7514;| | |                                                                                                                                                                                                             
7515;Nombre de Cuidad7515;14;2808;Estado7515;| | |                                                                                                                                                                                                             
7516;Nombre de Cuidad7516;80;9650;Estado7516;| | |                                                                                                                                                                                                             
7517;Nombre de Cuidad7517;85;3720;Estado7517;| | |                                                                                                                                                                                                             
7518;Nombre de Cuidad7518;48;7062;Estado7518;| | |                                                                                                                                                                                                             
7519;Nombre de Cuidad7519;34;7442;Estado7519;| | |                                                                                                                                                                                                             
7520;Nombre de Cuidad7520;20;9482;Estado7520;| | |                                                                                                                                                                                                             
7521;Nombre de Cuidad7521;45;4489;Estado7521;| | |                                                                                                                                                                                                             
7522;Nombre de Cuidad7522;73;6966;Estado7522;| | |                                                                                                                                                                                                             
7523;Nombre de Cuidad7523;22;2226;Estado7523;| | |                                                                                                                                                                                                             
7524;Nombre de Cuidad7524;59;5432;Estado7524;| | |                                                                                                                                                                                                             
7525;Nombre de Cuidad7525;52;6200;Estado7525;| | |                                                                                                                                                                                                             
7526;Nombre de Cuidad7526;71;1328;Estado7526;| | |                                                                                                                                                                                                             
7527;Nombre de Cuidad7527;66;2748;Estado7527;| | |                                                                                                                                                                                                             
7528;Nombre de Cuidad7528;41;8242;Estado7528;| | |                                                                                                                                                                                                             
7529;Nombre de Cuidad7529;47;2782;Estado7529;| | |                                                                                                                                                                                                             
7530;Nombre de Cuidad7530;82;9384;Estado7530;| | |                                                                                                                                                                                                             
7531;Nombre de Cuidad7531;86;1250;Estado7531;| | |                                                                                                                                                                                                             
7532;Nombre de Cuidad7532;17;5713;Estado7532;| | |                                                                                                                                                                                                             
7533;Nombre de Cuidad7533;39;2817;Estado7533;| | |                                                                                                                                                                                                             
7534;Nombre de Cuidad7534;47;3666;Estado7534;| | |                                                                                                                                                                                                             
7535;Nombre de Cuidad7535;74;2403;Estado7535;| | |                                                                                                                                                                                                             
7536;Nombre de Cuidad7536;82;7872;Estado7536;| | |                                                                                                                                                                                                             
7537;Nombre de Cuidad7537;26;8726;Estado7537;| | |                                                                                                                                                                                                             
7538;Nombre de Cuidad7538;55;5079;Estado7538;| | |                                                                                                                                                                                                             
7539;Nombre de Cuidad7539;85;4054;Estado7539;| | |                                                                                                                                                                                                             
7540;Nombre de Cuidad7540;18;1369;Estado7540;| | |                                                                                                                                                                                                             
7541;Nombre de Cuidad7541;24;4185;Estado7541;| | |                                                                                                                                                                                                             
7542;Nombre de Cuidad7542;37;7726;Estado7542;| | |                                                                                                                                                                                                             
7543;Nombre de Cuidad7543;59;3269;Estado7543;| | |                                                                                                                                                                                                             
7544;Nombre de Cuidad7544;15;1621;Estado7544;| | |                                                                                                                                                                                                             
7545;Nombre de Cuidad7545;39;1625;Estado7545;| | |                                                                                                                                                                                                             
7546;Nombre de Cuidad7546;86;8637;Estado7546;| | |                                                                                                                                                                                                             
7547;Nombre de Cuidad7547;71;4205;Estado7547;| | |                                                                                                                                                                                                             
7548;Nombre de Cuidad7548;33;3722;Estado7548;| | |                                                                                                                                                                                                             
7549;Nombre de Cuidad7549;81;3094;Estado7549;| | |                                                                                                                                                                                                             
7550;Nombre de Cuidad7550;18;9703;Estado7550;| | |                                                                                                                                                                                                             
7551;Nombre de Cuidad7551;27;2490;Estado7551;| | |                                                                                                                                                                                                             
7552;Nombre de Cuidad7552;24;8012;Estado7552;| | |                                                                                                                                                                                                             
7553;Nombre de Cuidad7553;43;7540;Estado7553;| | |                                                                                                                                                                                                             
7554;Nombre de Cuidad7554;53;6764;Estado7554;| | |                                                                                                                                                                                                             
7555;Nombre de Cuidad7555;65;1229;Estado7555;| | |                                                                                                                                                                                                             
7556;Nombre de Cuidad7556;46;1758;Estado7556;| | |                                                                                                                                                                                                             
7557;Nombre de Cuidad7557;31;9544;Estado7557;| | |                                                                                                                                                                                                             
7558;Nombre de Cuidad7558;40;7038;Estado7558;| | |                                                                                                                                                                                                             
7559;Nombre de Cuidad7559;57;9599;Estado7559;| | |                                                                                                                                                                                                             
7560;Nombre de Cuidad7560;91;3392;Estado7560;| | |                                                                                                                                                                                                             
7561;Nombre de Cuidad7561;62;6727;Estado7561;| | |                                                                                                                                                                                                             
7562;Nombre de Cuidad7562;87;5784;Estado7562;| | |                                                                                                                                                                                                             
7563;Nombre de Cuidad7563;70;1389;Estado7563;| | |                                                                                                                                                                                                             
7564;Nombre de Cuidad7564;65;7744;Estado7564;| | |                                                                                                                                                                                                             
7565;Nombre de Cuidad7565;79;4843;Estado7565;| | |                                                                                                                                                                                                             
7566;Nombre de Cuidad7566;27;3191;Estado7566;| | |                                                                                                                                                                                                             
7567;Nombre de Cuidad7567;19;4163;Estado7567;| | |                                                                                                                                                                                                             
7568;Nombre de Cuidad7568;78;1498;Estado7568;| | |                                                                                                                                                                                                             
7569;Nombre de Cuidad7569;79;6487;Estado7569;| | |                                                                                                                                                                                                             
7570;Nombre de Cuidad7570;17;7746;Estado7570;| | |                                                                                                                                                                                                             
7571;Nombre de Cuidad7571;68;4099;Estado7571;| | |                                                                                                                                                                                                             
7572;Nombre de Cuidad7572;10;6123;Estado7572;| | |                                                                                                                                                                                                             
7573;Nombre de Cuidad7573;18;1984;Estado7573;| | |                                                                                                                                                                                                             
7574;Nombre de Cuidad7574;78;9612;Estado7574;| | |                                                                                                                                                                                                             
7575;Nombre de Cuidad7575;36;8037;Estado7575;| | |                                                                                                                                                                                                             
7576;Nombre de Cuidad7576;23;1111;Estado7576;| | |                                                                                                                                                                                                             
7577;Nombre de Cuidad7577;98;8052;Estado7577;| | |                                                                                                                                                                                                             
7578;Nombre de Cuidad7578;67;8846;Estado7578;| | |                                                                                                                                                                                                             
7579;Nombre de Cuidad7579;42;8478;Estado7579;| | |                                                                                                                                                                                                             
7580;Nombre de Cuidad7580;55;8384;Estado7580;| | |                                                                                                                                                                                                             
7581;Nombre de Cuidad7581;90;6340;Estado7581;| | |                                                                                                                                                                                                             
7582;Nombre de Cuidad7582;99;7711;Estado7582;| | |                                                                                                                                                                                                             
7583;Nombre de Cuidad7583;96;3803;Estado7583;| | |                                                                                                                                                                                                             
7584;Nombre de Cuidad7584;37;2751;Estado7584;| | |                                                                                                                                                                                                             
7585;Nombre de Cuidad7585;69;9763;Estado7585;| | |                                                                                                                                                                                                             
7586;Nombre de Cuidad7586;85;5054;Estado7586;| | |                                                                                                                                                                                                             
7587;Nombre de Cuidad7587;93;4404;Estado7587;| | |                                                                                                                                                                                                             
7588;Nombre de Cuidad7588;74;4482;Estado7588;| | |                                                                                                                                                                                                             
7589;Nombre de Cuidad7589;51;6726;Estado7589;| | |                                                                                                                                                                                                             
7590;Nombre de Cuidad7590;91;9675;Estado7590;| | |                                                                                                                                                                                                             
7591;Nombre de Cuidad7591;44;8787;Estado7591;| | |                                                                                                                                                                                                             
7592;Nombre de Cuidad7592;50;7671;Estado7592;| | |                                                                                                                                                                                                             
7593;Nombre de Cuidad7593;87;8099;Estado7593;| | |                                                                                                                                                                                                             
7594;Nombre de Cuidad7594;18;8675;Estado7594;| | |                                                                                                                                                                                                             
7595;Nombre de Cuidad7595;63;1100;Estado7595;| | |                                                                                                                                                                                                             
7596;Nombre de Cuidad7596;90;6045;Estado7596;| | |                                                                                                                                                                                                             
7597;Nombre de Cuidad7597;75;3164;Estado7597;| | |                                                                                                                                                                                                             
7598;Nombre de Cuidad7598;60;4091;Estado7598;| | |                                                                                                                                                                                                             
7599;Nombre de Cuidad7599;43;4973;Estado7599;| | |                                                                                                                                                                                                             
7600;Nombre de Cuidad7600;74;4759;Estado7600;| | |                                                                                                                                                                                                             
7601;Nombre de Cuidad7601;78;9659;Estado7601;| | |                                                                                                                                                                                                             
7602;Nombre de Cuidad7602;77;9378;Estado7602;| | |                                                                                                                                                                                                             
7603;Nombre de Cuidad7603;45;6805;Estado7603;| | |                                                                                                                                                                                                             
7604;Nombre de Cuidad7604;40;3185;Estado7604;| | |                                                                                                                                                                                                             
7605;Nombre de Cuidad7605;32;2333;Estado7605;| | |                                                                                                                                                                                                             
7606;Nombre de Cuidad7606;70;1465;Estado7606;| | |                                                                                                                                                                                                             
7607;Nombre de Cuidad7607;64;5630;Estado7607;| | |                                                                                                                                                                                                             
7608;Nombre de Cuidad7608;21;3123;Estado7608;| | |                                                                                                                                                                                                             
7609;Nombre de Cuidad7609;17;9801;Estado7609;| | |                                                                                                                                                                                                             
7610;Nombre de Cuidad7610;90;5691;Estado7610;| | |                                                                                                                                                                                                             
7611;Nombre de Cuidad7611;97;5124;Estado7611;| | |                                                                                                                                                                                                             
7612;Nombre de Cuidad7612;60;3723;Estado7612;| | |                                                                                                                                                                                                             
7613;Nombre de Cuidad7613;34;5048;Estado7613;| | |                                                                                                                                                                                                             
7614;Nombre de Cuidad7614;65;2663;Estado7614;| | |                                                                                                                                                                                                             
7615;Nombre de Cuidad7615;49;2909;Estado7615;| | |                                                                                                                                                                                                             
7616;Nombre de Cuidad7616;84;2149;Estado7616;| | |                                                                                                                                                                                                             
7617;Nombre de Cuidad7617;88;5068;Estado7617;| | |                                                                                                                                                                                                             
7618;Nombre de Cuidad7618;26;7707;Estado7618;| | |                                                                                                                                                                                                             
7619;Nombre de Cuidad7619;23;3632;Estado7619;| | |                                                                                                                                                                                                             
7620;Nombre de Cuidad7620;32;5700;Estado7620;| | |                                                                                                                                                                                                             
7621;Nombre de Cuidad7621;77;1450;Estado7621;| | |                                                                                                                                                                                                             
7622;Nombre de Cuidad7622;17;3184;Estado7622;| | |                                                                                                                                                                                                             
7623;Nombre de Cuidad7623;57;3632;Estado7623;| | |                                                                                                                                                                                                             
7624;Nombre de Cuidad7624;75;1279;Estado7624;| | |                                                                                                                                                                                                             
7625;Nombre de Cuidad7625;60;4618;Estado7625;| | |                                                                                                                                                                                                             
7626;Nombre de Cuidad7626;70;3562;Estado7626;| | |                                                                                                                                                                                                             
7627;Nombre de Cuidad7627;87;6024;Estado7627;| | |                                                                                                                                                                                                             
7628;Nombre de Cuidad7628;17;1615;Estado7628;| | |                                                                                                                                                                                                             
7629;Nombre de Cuidad7629;38;7259;Estado7629;| | |                                                                                                                                                                                                             
7630;Nombre de Cuidad7630;58;5039;Estado7630;| | |                                                                                                                                                                                                             
7631;Nombre de Cuidad7631;40;8719;Estado7631;| | |                                                                                                                                                                                                             
7632;Nombre de Cuidad7632;35;8005;Estado7632;| | |                                                                                                                                                                                                             
7633;Nombre de Cuidad7633;51;4561;Estado7633;| | |                                                                                                                                                                                                             
7634;Nombre de Cuidad7634;48;1685;Estado7634;| | |                                                                                                                                                                                                             
7635;Nombre de Cuidad7635;28;4027;Estado7635;| | |                                                                                                                                                                                                             
7636;Nombre de Cuidad7636;27;9782;Estado7636;| | |                                                                                                                                                                                                             
7637;Nombre de Cuidad7637;77;2169;Estado7637;| | |                                                                                                                                                                                                             
7638;Nombre de Cuidad7638;61;4638;Estado7638;| | |                                                                                                                                                                                                             
7639;Nombre de Cuidad7639;30;2639;Estado7639;| | |                                                                                                                                                                                                             
7640;Nombre de Cuidad7640;53;6024;Estado7640;| | |                                                                                                                                                                                                             
7641;Nombre de Cuidad7641;32;8473;Estado7641;| | |                                                                                                                                                                                                             
7642;Nombre de Cuidad7642;53;6356;Estado7642;| | |                                                                                                                                                                                                             
7643;Nombre de Cuidad7643;79;8198;Estado7643;| | |                                                                                                                                                                                                             
7644;Nombre de Cuidad7644;24;2532;Estado7644;| | |                                                                                                                                                                                                             
7645;Nombre de Cuidad7645;53;2810;Estado7645;| | |                                                                                                                                                                                                             
7646;Nombre de Cuidad7646;15;3103;Estado7646;| | |                                                                                                                                                                                                             
7647;Nombre de Cuidad7647;84;8455;Estado7647;| | |                                                                                                                                                                                                             
7648;Nombre de Cuidad7648;15;4068;Estado7648;| | |                                                                                                                                                                                                             
7649;Nombre de Cuidad7649;23;4519;Estado7649;| | |                                                                                                                                                                                                             
7650;Nombre de Cuidad7650;60;5244;Estado7650;| | |                                                                                                                                                                                                             
7651;Nombre de Cuidad7651;82;8945;Estado7651;| | |                                                                                                                                                                                                             
7652;Nombre de Cuidad7652;70;9899;Estado7652;| | |                                                                                                                                                                                                             
7653;Nombre de Cuidad7653;80;8005;Estado7653;| | |                                                                                                                                                                                                             
7654;Nombre de Cuidad7654;15;4749;Estado7654;| | |                                                                                                                                                                                                             
7655;Nombre de Cuidad7655;72;8558;Estado7655;| | |                                                                                                                                                                                                             
7656;Nombre de Cuidad7656;54;5570;Estado7656;| | |                                                                                                                                                                                                             
7657;Nombre de Cuidad7657;75;6819;Estado7657;| | |                                                                                                                                                                                                             
7658;Nombre de Cuidad7658;10;1157;Estado7658;| | |                                                                                                                                                                                                             
7659;Nombre de Cuidad7659;36;1761;Estado7659;| | |                                                                                                                                                                                                             
7660;Nombre de Cuidad7660;74;5911;Estado7660;| | |                                                                                                                                                                                                             
7661;Nombre de Cuidad7661;84;9553;Estado7661;| | |                                                                                                                                                                                                             
7662;Nombre de Cuidad7662;92;9930;Estado7662;| | |                                                                                                                                                                                                             
7663;Nombre de Cuidad7663;56;8473;Estado7663;| | |                                                                                                                                                                                                             
7664;Nombre de Cuidad7664;66;1157;Estado7664;| | |                                                                                                                                                                                                             
7665;Nombre de Cuidad7665;48;4242;Estado7665;| | |                                                                                                                                                                                                             
7666;Nombre de Cuidad7666;96;2019;Estado7666;| | |                                                                                                                                                                                                             
7667;Nombre de Cuidad7667;49;3494;Estado7667;| | |                                                                                                                                                                                                             
7668;Nombre de Cuidad7668;83;7032;Estado7668;| | |                                                                                                                                                                                                             
